unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,rentas,OTRAS rentas o percepciones de cualquier clase,DERECHOS DE AUTOR,16666.66,16666.66,,,,,,,,,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,cantidad pagada por irpf,,,,,34709.77,,,,,,,,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,MADRID,2008,"50% PROPIEDAD, COMPRAVENTA ",,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,MADRID,1992,"100% PROPIEDAD, COMPRAVENTA ",,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE APARCAMIENTO,MADRID,2008,"50% PROPIEDAD, COMPRAVENTA ",,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE APARCAMIENTO,MADRID,1992,"100% PROPIEDAD, COMPRAVENTA ",,,,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,depositos,,,,,,,,,,,,- 3 CUENTAS CORRIENTES DEN DIFERENTES ENTIDADES BANCARIAS - 1 PLAN DE PENSIONES,"43.956,98 104.091,73",148048.71,,,,,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",ACCIONES COTIZADAS EN BOLSA (a 16 de octubre de 2019),5792,5792.00,,,,,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,otros,,,,,,,,,,,,,,,,,,,,,MICROCRÉDITO AL PSOE,2000,,,,,,
Pedrosánchezpérez-Castejón,PEDRO SÁNCHEZ PÉREZ-CASTEJÓN,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO,2008,"159,300.00",86242.00,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,MURCIA,cantidad pagada por irpf,,,,,12763.30,,,,,,,,,,,,,,,,,,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,SOLAR,MURCIA,2009,COMPRAVENTA,,,,,,,,,,,,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"84,609.75 €",84609.75,,,,,,,,,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,vehículos,,,,,,,,,,,,,,,,,,,2014,VOLVO XC 60,,,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,otros,,,,,,,,,,,,,,,,,,,,,MICROCREDITO AL PSOE,500,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,otros,,,,,,,,,,,,,,,,,,,,,MICROCREDITO AL PSOE,1000,,,,,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO HIPOTECARIO CAJAMAR,2012,"70,000.00",49616.51,,
Juanluissotoburillo,JUAN LUIS SOTO BURILLO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO VEHICULO,2014,"21,649.00",7859.65,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,MURCIA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",CONCEJAL LIBERADO AYUNTAMIENTO DE IORCA,47614.19,47614.19,,,,,,,,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",DIPUTADA LEGISLATURA XIII,PUBLICADA EN LA WEB DE LA CÁMARA DEL CONGRESO,0,,,,,,,,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,rentas,OTRAS rentas o percepciones de cualquier clase,ARRENDAMIENTO BIENES INMUEBLES,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,cantidad pagada por irpf,,,,,10777.91,,,,,,,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,URBANO/VIVIENDA,LORCA,2001,50% DE LA PROPIEDAD COMPRAVENTA,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,URBANO/VIVIENDA,LORCA,2005,50% DE LA PROPIEDAD COMPRAVENTA,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,URBANO/VIVIENDA,LORCA,2002,NUDA PROPIEDAD 50%,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,URBANO/VIVIENDA,AGUILAS,2019,50% DE LA PROPIEDAD,,,,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"3,200.00 €",3200.00,,,,,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","51 % DE PARTICIPACiÓN EN ""SOLLENTE, S.L."" '2 DADA DE BAJA EN HACIENDA EL 31 DE DICIEMBRE DE 2015 ",N/D,N/D,,,,,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE PREVISiÓN SOCIAL EMPRESARIAL CORTES GENERALES. SUSPENDIDAS APORTACIONES EN 2008,3000,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,otros,,,,,,,,,,,,,,,,,,,,,MICROCREDITO A PSOED,200,,,,,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,deudas,,,,,,,,,,,,,,,,,,,,,,,50% PRESTAMO HIPOTECARIO,37998,"81,000.00",35152.87,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,deudas,,,,,,,,,,,,,,,,,,,,,,,50% PRESTAMO HIPOTECARIO,38628,"113,000.00",67152.87,,
Maríasoledadcruz-Guzmángarcía,MARIA SOLEDAD SANCHEZ JODAR,,deudas,,,,,,,,,,,,,,,,,,,,,,,50% PRESTAMO HIPOTECARIO,43553,"71,000.00",69984.58,,
Georginatríasgil,GEORGINA TRIAS GIL,ÁVILA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",FORMACIÓN,21313.38,21313.38,,,,,,,,,,,,,,,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","ASESORÍA COMERCIAL, TRADUCCIÓN Y EMISIÓN DE INFORMES",23749.54,23749.54,,,,,,,,,,,,,,,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,cantidad pagada por irpf,,,,,5065.85,,,,,,,,,,,,,,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA UNIFAMILIAR,MADRID,4/7/2003,COMPRAVENTA 50% PLENO DOMINIO,,,,,,,,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"55,133.40 €",55133.40,,,,,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",1.500 participaciones..en Libera Tu Talento Formación y Desarrollo S.L.,1314.4,1314.40,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",11.470 participaciones en Libera Tu Talento S.L.,12088.2,12088.20,,,,,,,,,,
Georginatríasgil,GEORGINA TRIAS GIL,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO HIPOTECARIO,42552,"303,616.58",285720.43,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,ASTURIAS,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","AYUNTAMIENTO DE OVIEDO, EJERCICIO 2018, RETRIBUCIONES",43635.26,43635.26,,,,,,,,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",CAJA RURAL DE ASTURIAS SOCIEDAD CORPORATIVA VIDACAIXA SEGUROS,145.06,145.06,,,,,,,,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,cantidad pagada por irpf,,,,,9274.37,,,,,,,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,ASTURIAS,10/1/2014,PLENO DOMINIO COMPRA-VENTA,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,TRASTERO,ASTURIAS,10/1/2014,PLENO DOMINIO COMPRA-VENTA,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,ASTURIAS,10/1/2014,PLENO DOMINIO COMPRA-VENTA,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,ASTURIAS,1/7/2002,PLENO DOMINIO COMPRA-VENTA,,,,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,depositos,,,,,,,,,,,,SALDO A 26 DE NOVIEMBRE DE 2019. CUENTAS CORRIENTES A LA VISTA SALDO A 26 DE NOVIEMBRE DE 2019. SEGURO DE AHORRO PENSiÓN,"20.041,29 204,73",20041.29,,,,,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",APORTACiÓN SOCIO COOPERATIVISTA CAJA RURAL,61,61.00,,,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,vehículos,,,,,,,,,,,,,,,,,,,1/2/2001,PEUGEOT 206 5P XR 75,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,vehículos,,,,,,,,,,,,,,,,,,,1/5/2007,MERCEDES BENZ C 180 KOMPRESOR,,,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,otros,,,,,,,,,,,,,,,,,,,,,ACCiÓN REAL OVIEDO SAO (NO COTIZA EN BOLSA),1075,,,,,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO. CAJA RURAL ASTURIAS,41649,"136,000.00",118412.57,,
Palomagázquezcollado,PALOMA GÁZQUEZ COLLADO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO POR ADQUISICiÓN DE VIVIENDA. AYUNTAMIENTO DE OVIEDO,42227,"30,000.00",22138.26,,
Evabravobarco,EVA BRAVO BARCO,CADIZ,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",EMPRESA MUNICIPAL DE LA VIVIENDA DE JEREZ S.A.,71442.99,71442.99,,,,,,,,,,,,,,,,,,,,,,,,
Evabravobarco,EVA BRAVO BARCO,,cantidad pagada por irpf,,,,,18034.58,,,,,,,,,,,,,,,,,,,,,,,
Evabravobarco,EVA BRAVO BARCO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,JEREZ DE LA FRONTERA,12/12/2006,PLENO DOMINIO. COMPRAVENTA,,,,,,,,,,,,,,,,,
Evabravobarco,EVA BRAVO BARCO,,depositos,,,,,,,,,,,,CUENTA CORRIENTE BBVA PLAN DE AHORRO GARANTIZADO BBVA PLAN DE PENSIONES EN BBVA,"58,217.98 €",58217.98,,,,,,,,,,,,,,
Evabravobarco,EVA BRAVO BARCO,,vehículos,,,,,,,,,,,,,,,,,,,MAYO DE 2016,"VEHICULO TURISMO MARCA AUDI, MODELO Q3 ",,,,,,,,
Evabravobarco,EVA BRAVO BARCO,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE PENSIONES,540172,,,,,,
Evabravobarco,EVA BRAVO BARCO,,otros,,,,,,,,,,,,,,,,,,,,,SEGURO DE VIDA,120000,,,,,,
Evabravobarco,EVA BRAVO BARCO,,otros,,,,,,,,,,,,,,,,,,,,,SEGURO DE ACCIDENTES,30000,,,,,,
Evabravobarco,EVA BRAVO BARCO,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE AHORRO GARANTIZADO,504027,,,,,,
Evabravobarco,EVA BRAVO BARCO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMOS HIPOTECARIO BBVA,42716,"170,000.00",109041.34,,
Beatrizmicaelacarrillodelosreyes,BEATRIZ MICAELA CARRILLO DE LOS REYES,SEVILLA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",RETRIBUCIONES DINERARIAS NÓMINAS DE EMPRESA,35159.92,35159.92,,,,,,,,,,,,,,,,,,,,,,,,
Beatrizmicaelacarrillodelosreyes,BEATRIZ MICAELA CARRILLO DE LOS REYES,,cantidad pagada por irpf,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
Beatrizmicaelacarrillodelosreyes,BEATRIZ MICAELA CARRILLO DE LOS REYES,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA HABITUAL,SEVILLA,31/3/2011,100% NUDA PROPIEDAD COMPRAVENTA,,,,,,,,,,,,,,,,,
Beatrizmicaelacarrillodelosreyes,BEATRIZ MICAELA CARRILLO DE LOS REYES,,depositos,,,,,,,,,,,,SALDO CUENTA CORRIENTE A 31 DE DICIEMBRE DE 2018,"7,008.00 €",7008.00,,,,,,,,,,,,,,
Beatrizmicaelacarrillodelosreyes,BEATRIZ MICAELA CARRILLO DE LOS REYES,,deudas,,,,,,,,,,,,,,,,,,,,,,,CRÉDITO HIPOTECARIO VIVIENDA HABITUAL,40633,"122,688.00",98228.69,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,VALENCIA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Concejala con dedicación exclusiva en el Ayuntamiento de Sagunto,2056.4,2056.4,,,,,,,,,,,,,,,,,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,cantidad pagada por irpf,,,,,7153.84,,,,,,,,,,,,,,,,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda Habitual (piso) con garaje (33%),SAGUNTO,15/11/2016,PLENO DOMINIO MEDIANTE COMPRAVENTA,,,,,,,,,,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,depositos,,,,,,,,,,,,Cuenta corriente Banco Santander Cuenta corriente compartida al 50% Banco Santander,"7276,44 70,22",7346.66,,,,,,,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",ACCIÓN DEL BANCO SANTANDER,4.2,4.20,,,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,vehículos,,,,,,,,,,,,,,,,,,,1/3/2007,RENAULT CLIO,,,,,,,,
Rosermaestromoliner,ROSER MAESTRO MOLINER,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo Hipotecario Banco Santander (33%),42689,"26,296.39",24578.29,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,CÁCERES,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",AYUNTAMIENTO DE TRUJILLO,28739.55,28739.55,,,,,,,,,,,,,,,,,,,,,,,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",FEDERACIÓN DE MUNICIPIOS Y PROVINCIAS,108,108,,,,,,,,,,,,,,,,,,,,,,,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,,cantidad pagada por irpf,,,,,4329.16,,,,,,,,,,,,,,,,,,,,,,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,,depositos,,,,,,,,,,,,SALDO A CUENTA CORRIENTE A DÍA DE HOY,385.00 €,385.00,,,,,,,,,,,,,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE PENSIONES MULTIACTIVO MODERADO BBVA A 25 DE NOVIEMBRE DE 2019,159829,,,,,,
Albertocaseroávila,ALBERTO CASERO ÁVILA,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO PERSONAL,2016,"22,000.00",8665.00,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,VALLADOLID,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","Retribuciones salariales netas percibidas de la sociedad Aon Gil y Carvajal,  S.A.(1",73561.61,73561.61,,,,,,,,,,,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,cantidad pagada por irpf,,,,,35070.95,,,,,,,,,,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,MADRID,16/6/2000,PLENO DOMINIO AL 50% BIEN EN GANANCIALES COMPRAVENTA,,,,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,MADRID,16/6/2000,PLENO DOMINIO AL 50% BIEN EN GANANCIALES COMPRAVENTA,,,,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,SEGOVIA,8/1/2015,"Pleno dominio de un 8,33% de la propiedad Herencia ",,,,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,depositos,,,,,,,,,,,,Importe que me corresponde del saldo al31 de diciembre de 2018 de tres cuentas corrientes bancarias,"11,645.96 €",11645.96,,,,,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",PLAN DE PENSIONES. VALOR A 31 DE DICIEMBRE DE 2018,28401.85,28401.85,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",FONDOS DE INVERSiÓN (5 introduce fecha),80392.21,80392.21,,,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,vehículos,,,,,,,,,,,,,,,,,,,2012,Hyundai ix3S Motor Diesel,,,,,,,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO CONCEDIDO POR DEUTSCHE BAN,38414,"239,888.39",85893.91,,
Pablosáezalonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO PERSONAL CONCEDIDO POR DEUTSCHE BAN,43391,"30,000.00",29586.25,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,MADRID,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",SALARIOS POR CLASES EN LA UNIVERSIDAD REY JUAN CARLOS Y  OTRAS UNIVERSIDADES,3768,3768,,,,,,,,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,rentas,OTRAS rentas o percepciones de cualquier clase,ARRENDAMIENTO BIENES INMUEBLES,20400,20400,,,,,,,,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,cantidad pagada por irpf,,,,,10944.68,,,,,,,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,MADRID,2002,GANANCIAL COMPRAVENTA,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,MADRID,2014,GANANCIAL COMPRAVENTA,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,MADRID,2016,GANANCIAL COMPRAVENTA,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,MADRID,2017,GANANCIAL COMPRAVENTA,,,,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES Y FONDO,"50,460.00 €",50460.00,,,,,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",ACCIONES DE INICIATIVAS EDITORIALES SISTEMA,30,30.00,,,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,vehículos,,,,,,,,,,,,,,,,,,,2007,VOLVO V50,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,vehículos,,,,,,,,,,,,,,,,,,,2014,SEAT IBIZA,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,vehículos,,,,,,,,,,,,,,,,,,,2018,SEAT LEÓN,,,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,otros,,,,,,,,,,,,,,,,,,,,,PLAN PREVISiÓN SOCIAL EMPRESARIAL BBVA CORTES GENERALES,2104958,,,,,,
Rafaelsimancassimancas,RAFAEL SIMANCAS SIMANCAS,,otros,,,,,,,,,,,,,,,,,,,,,MICROCRÉDITO AL PSOE,2000,,,,,,
Maríadelcarmengonzálezguinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,LEÓN,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",CONGRESO DE LOS DIPUTADOS (RENTAS PERCIBIDAS COMO DIPUTADA NACIONAL),50611.47,50611.47,,,,,,,,,,,,,,,,,,,,,,,,
Maríadelcarmengonzálezguinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",CONGRESO DE LOS DIPUTADOS (DIETAS Y ASIGNACIONES PARA GASTOS DE VIAJE),27050.99,27050.99,,,,,,,,,,,,,,,,,,,,,,,,
Maríadelcarmengonzálezguinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",JUNTA DE CASTILLA Y LEÓN (TRINEOS COMO PROFESORA DE ENSEÑANZA SECUNDARIA),5853.44,5853.44,,,,,,,,,,,,,,,,,,,,,,,,
Maríadelcarmengonzálezguinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",AYUNTAMIENTO DE GARRAFE DE TORio (ASISTENCIA A SESIONES),1800,1800,,,,,,,,,,,,,,,,,,,,,,,,
